order_id,date,customer_id,customer_name,category,product,region,channel,unit_price,quantity,discount,revenue
ORD-13248,2021-12-02,CUST-3002,Yvonne Smith,Electronics,Electronics Product 16,Central,Online,1286.25,1,0.15,1093.31
ORD-16017,2021-12-02,CUST-4124,Christopher Mullins,Electronics,Electronics Product 15,East,Retail,1527.96,27,0.05,39192.17
ORD-17701,2021-12-02,CUST-3072,Alyssa David,Clothing,Clothing Product 14,West,Wholesale,256.79,24,0.15,5238.52
ORD-19161,2021-12-02,CUST-1088,Jeffrey David,Electronics,Electronics Product 15,South,Wholesale,325.17,11,0.05,3398.03
ORD-19694,2021-12-02,CUST-3081,Kevin Graham,Food & Beverages,Food & Beverages Product 13,Central,Retail,83.35,32,0.15,2267.12
ORD-11996,2021-12-03,CUST-3452,Ernest Cook,Home & Garden,Home & Garden Product 22,Central,Wholesale,307.59,3,0.05,876.63
ORD-12195,2021-12-03,CUST-1087,Steven Mcdonald,Home & Garden,Home & Garden Product 43,Central,Wholesale,604.18,1,0.2,483.34
ORD-16825,2021-12-03,CUST-1336,Kevin Miller,Home & Garden,Home & Garden Product 32,West,Retail,595.72,28,0.0,16680.16
ORD-17015,2021-12-03,CUST-3042,Jeffrey Snyder,Clothing,Clothing Product 3,Central,Retail,97.0,8,0.0,776.0
ORD-17038,2021-12-03,CUST-3935,Sandra Oconnell,Clothing,Clothing Product 14,East,Online,291.79,17,0.0,4960.43
ORD-10239,2021-12-04,CUST-2417,Ashley Rowe,Sports,Sports Product 34,South,Retail,181.65,9,0.05,1553.11
ORD-14017,2021-12-04,CUST-2369,Melissa Alexander,Electronics,Electronics Product 30,East,Wholesale,1827.27,1,0.15,1553.18
ORD-14479,2021-12-04,CUST-4102,Heidi Mitchell,Food & Beverages,Food & Beverages Product 38,North,Online,61.42,6,0.1,331.67
ORD-14595,2021-12-04,CUST-4123,Brian Stuart,Sports,Sports Product 29,West,Wholesale,291.13,25,0.1,6550.43
ORD-15423,2021-12-04,CUST-1262,Samantha Hall,Sports,Sports Product 40,East,Wholesale,301.4,14,0.2,3375.68
ORD-15577,2021-12-04,CUST-2308,Jessica Mitchell,Food & Beverages,Food & Beverages Product 41,North,Retail,62.03,6,0.0,372.18
ORD-17687,2021-12-04,CUST-4478,John Vance,Sports,Sports Product 50,South,Retail,249.9,25,0.15,5310.38
ORD-17784,2021-12-04,CUST-4959,Carol Brock,Food & Beverages,Food & Beverages Product 9,Central,Retail,54.21,16,0.2,693.89
ORD-10075,2021-12-05,CUST-3187,Kathy Mora,Food & Beverages,Food & Beverages Product 2,West,Wholesale,92.36,24,0.2,1773.31
ORD-13252,2021-12-05,CUST-3547,Jerome Beck,Sports,Sports Product 46,South,Retail,252.5,24,0.05,5757.0
ORD-15181,2021-12-05,CUST-3216,Toni Hammond,Electronics,Electronics Product 27,South,Retail,1871.04,28,0.2,41911.3
ORD-18715,2021-12-05,CUST-3356,Marilyn Hampton,Sports,Sports Product 44,East,Wholesale,181.66,9,0.1,1471.45
ORD-19373,2021-12-05,CUST-4940,Arthur Mendoza,Food & Beverages,Food & Beverages Product 6,West,Online,8.46,3,0.05,24.11
ORD-11802,2021-12-06,CUST-3215,Erika Simpson,Clothing,Clothing Product 40,North,Wholesale,83.35,32,0.05,2533.84
ORD-13168,2021-12-06,CUST-1045,Loretta Garcia,Sports,Sports Product 25,West,Online,294.93,22,0.05,6164.04
ORD-14091,2021-12-06,CUST-1919,Lori Moore,Home & Garden,Home & Garden Product 19,North,Online,237.36,8,0.05,1803.94
ORD-15093,2021-12-06,CUST-2914,George Martin,Sports,Sports Product 12,Central,Wholesale,481.64,25,0.1,10836.9
ORD-15638,2021-12-06,CUST-3815,Lori Nguyen,Home & Garden,Home & Garden Product 37,West,Wholesale,128.37,17,0.0,2182.29
ORD-15874,2021-12-06,CUST-3039,Gerald Wright,Sports,Sports Product 35,West,Retail,259.17,27,0.1,6297.83
ORD-16118,2021-12-06,CUST-4631,Clayton Banks,Home & Garden,Home & Garden Product 15,East,Retail,54.87,28,0.05,1459.54
ORD-12404,2021-12-07,CUST-3944,Brandon Harrison,Home & Garden,Home & Garden Product 47,East,Online,514.57,32,0.15,13996.3
ORD-12932,2021-12-07,CUST-3811,Kelly Jones,Electronics,Electronics Product 48,South,Online,1538.26,11,0.15,14382.73
ORD-14176,2021-12-07,CUST-1570,Ronald Dyer,Sports,Sports Product 33,South,Wholesale,497.29,14,0.2,5569.65
ORD-15315,2021-12-07,CUST-2284,Steven Thompson,Electronics,Electronics Product 37,Central,Retail,708.84,30,0.05,20201.94
ORD-17008,2021-12-07,CUST-1051,Robert Chavez,Electronics,Electronics Product 43,East,Online,346.77,14,0.15,4126.56
ORD-17386,2021-12-07,CUST-4410,Justin Mcpherson,Clothing,Clothing Product 28,West,Online,239.01,11,0.05,2497.65
ORD-17855,2021-12-07,CUST-1176,Joy Brown,Clothing,Clothing Product 18,North,Online,261.43,17,0.05,4222.09
ORD-19253,2021-12-07,CUST-4579,Joseph Ward,Clothing,Clothing Product 23,West,Online,257.71,20,0.2,4123.36
ORD-19961,2021-12-07,CUST-4156,Larry Schmidt,Food & Beverages,Food & Beverages Product 35,West,Wholesale,20.96,12,0.0,251.52
ORD-15019,2021-12-08,CUST-2481,Christopher Lewis,Food & Beverages,Food & Beverages Product 45,East,Online,45.96,1,0.2,36.77
ORD-18389,2021-12-08,CUST-1740,Jeffrey Lambert,Clothing,Clothing Product 10,South,Wholesale,89.51,8,0.1,644.47
ORD-18997,2021-12-08,CUST-4663,Jerry Green,Food & Beverages,Food & Beverages Product 38,North,Online,83.49,11,0.1,826.55
ORD-11040,2021-12-09,CUST-1643,Stuart Moreno,Electronics,Electronics Product 47,Central,Online,1767.57,6,0.1,9544.88
ORD-11459,2021-12-09,CUST-2247,Victoria Cooper,Clothing,Clothing Product 48,Central,Wholesale,237.07,8,0.0,1896.56
ORD-14259,2021-12-09,CUST-1217,Kimberly Reeves,Sports,Sports Product 19,North,Online,488.74,22,0.2,8601.82
ORD-10081,2021-12-10,CUST-4185,Jim Cole,Home & Garden,Home & Garden Product 11,East,Retail,505.44,32,0.0,16174.08
ORD-12334,2021-12-10,CUST-1907,Jay Cook,Clothing,Clothing Product 45,East,Retail,68.12,30,0.2,1634.88
ORD-13907,2021-12-10,CUST-2818,Ryan Peters,Electronics,Electronics Product 1,South,Retail,584.13,12,0.1,6308.6
ORD-14210,2021-12-10,CUST-1825,Christine Lee,Electronics,Electronics Product 25,East,Wholesale,409.31,9,0.05,3499.6
ORD-19372,2021-12-10,CUST-4967,Sabrina Kane,Electronics,Electronics Product 21,North,Retail,1426.94,30,0.1,38527.38
ORD-11210,2021-12-11,CUST-4169,Matthew Smith,Home & Garden,Home & Garden Product 45,East,Online,51.18,25,0.0,1279.5
ORD-11226,2021-12-11,CUST-3714,Anthony Leonard,Food & Beverages,Food & Beverages Product 35,Central,Retail,95.73,24,0.15,1952.89
ORD-12601,2021-12-11,CUST-3971,Matthew Sharp,Clothing,Clothing Product 43,West,Wholesale,201.17,6,0.2,965.62
ORD-12609,2021-12-11,CUST-1727,Stephanie Webb,Electronics,Electronics Product 36,Central,Online,492.52,25,0.0,12313.0
ORD-13391,2021-12-11,CUST-2184,Mrs. Pam Camacho,Electronics,Electronics Product 10,East,Online,1533.62,16,0.0,24537.92
ORD-10241,2021-12-12,CUST-1701,Matthew Robinson,Electronics,Electronics Product 43,Central,Wholesale,1894.89,30,0.05,54004.37
ORD-14693,2021-12-12,CUST-3556,Tammy Simmons,Clothing,Clothing Product 47,East,Online,140.66,24,0.1,3038.26
ORD-15233,2021-12-12,CUST-1645,Latoya Hernandez,Sports,Sports Product 15,East,Retail,108.83,19,0.0,2067.77
ORD-18149,2021-12-12,CUST-1198,Courtney Reid,Electronics,Electronics Product 24,East,Retail,535.01,14,0.15,6366.62
ORD-18335,2021-12-12,CUST-1782,Marc Huber,Clothing,Clothing Product 19,West,Online,110.18,17,0.15,1592.1
ORD-19854,2021-12-12,CUST-4494,Carolyn Hinton,Electronics,Electronics Product 43,West,Wholesale,1018.5,20,0.1,18333.0
ORD-10710,2021-12-13,CUST-3552,Kayla Richardson,Sports,Sports Product 10,North,Retail,319.62,19,0.15,5161.86
ORD-11606,2021-12-13,CUST-3430,Katherine Cole,Electronics,Electronics Product 16,North,Wholesale,1756.69,11,0.15,16425.05
ORD-12663,2021-12-13,CUST-1929,Carolyn Morris,Clothing,Clothing Product 45,South,Online,199.18,8,0.15,1354.42
ORD-15283,2021-12-13,CUST-2343,Jennifer Ramsey,Clothing,Clothing Product 8,Central,Wholesale,273.94,1,0.0,273.94
ORD-16524,2021-12-13,CUST-1983,Kelsey Thompson,Clothing,Clothing Product 2,South,Online,70.87,16,0.1,1020.53
ORD-19010,2021-12-13,CUST-2822,Michelle Rodriguez,Clothing,Clothing Product 45,West,Online,277.57,11,0.0,3053.27
ORD-19367,2021-12-13,CUST-4894,Tim Cox,Food & Beverages,Food & Beverages Product 37,West,Online,36.52,16,0.0,584.32
ORD-10061,2021-12-14,CUST-2372,Briana Howell,Sports,Sports Product 6,West,Wholesale,163.38,4,0.2,522.82
ORD-11332,2021-12-14,CUST-2463,Christina Whitehead,Home & Garden,Home & Garden Product 5,North,Retail,218.39,6,0.1,1179.31
ORD-11888,2021-12-14,CUST-4692,Jordan Hernandez,Electronics,Electronics Product 7,Central,Wholesale,866.67,17,0.05,13996.72
ORD-12500,2021-12-14,CUST-3925,Manuel Melendez,Sports,Sports Product 1,West,Wholesale,451.94,4,0.1,1626.98
ORD-13189,2021-12-14,CUST-1254,Maurice Brown,Home & Garden,Home & Garden Product 15,South,Wholesale,422.25,4,0.1,1520.1
ORD-13264,2021-12-14,CUST-1554,Bradley Arnold,Food & Beverages,Food & Beverages Product 41,Central,Retail,52.83,32,0.1,1521.5
ORD-14955,2021-12-14,CUST-2811,Karen Sanchez,Food & Beverages,Food & Beverages Product 50,Central,Retail,97.84,27,0.05,2509.6
ORD-15239,2021-12-14,CUST-2538,Paul Snyder,Food & Beverages,Food & Beverages Product 32,North,Retail,87.94,16,0.2,1125.63
ORD-16675,2021-12-14,CUST-2073,Leah Hernandez,Home & Garden,Home & Garden Product 29,East,Wholesale,564.38,9,0.2,4063.54
ORD-10715,2021-12-15,CUST-2111,Tricia Beard,Sports,Sports Product 4,North,Retail,163.49,3,0.2,392.38
ORD-13089,2021-12-15,CUST-2632,Corey Brown,Sports,Sports Product 1,West,Retail,48.69,24,0.15,993.28
ORD-13679,2021-12-15,CUST-2853,Scott Cook,Food & Beverages,Food & Beverages Product 49,East,Online,35.04,32,0.15,953.09
ORD-15020,2021-12-15,CUST-4209,Karla Moreno,Electronics,Electronics Product 44,West,Wholesale,1688.36,32,0.15,45923.39
ORD-16444,2021-12-15,CUST-2914,Gregory Clarke,Home & Garden,Home & Garden Product 25,Central,Wholesale,203.8,9,0.2,1467.36
ORD-11099,2021-12-16,CUST-3753,Christopher Fischer,Sports,Sports Product 44,Central,Retail,121.07,28,0.2,2711.97
ORD-11227,2021-12-16,CUST-1656,Jennifer Blake,Clothing,Clothing Product 21,South,Online,49.53,4,0.0,198.12
ORD-11398,2021-12-16,CUST-3276,Roger Thomas,Sports,Sports Product 26,East,Retail,496.63,30,0.05,14153.95
ORD-13385,2021-12-16,CUST-2990,Spencer Byrd,Home & Garden,Home & Garden Product 36,Central,Retail,758.97,6,0.0,4553.82
ORD-16225,2021-12-16,CUST-2889,William Brooks,Food & Beverages,Food & Beverages Product 35,West,Retail,47.3,1,0.1,42.57
ORD-17932,2021-12-16,CUST-3141,Russell Davis,Electronics,Electronics Product 19,East,Retail,1201.03,16,0.15,16334.01
ORD-18588,2021-12-16,CUST-1169,Charles Johnson,Food & Beverages,Food & Beverages Product 12,East,Retail,24.49,12,0.1,264.49
ORD-10778,2021-12-17,CUST-3214,Mia Gamble,Food & Beverages,Food & Beverages Product 29,Central,Online,34.58,4,0.1,124.49
ORD-14861,2021-12-17,CUST-2363,Sabrina Rodriguez,Food & Beverages,Food & Beverages Product 22,East,Wholesale,90.52,9,0.2,651.74
ORD-17094,2021-12-17,CUST-1083,Brandi Cisneros,Clothing,Clothing Product 1,West,Retail,142.95,11,0.0,1572.45
ORD-19668,2021-12-17,CUST-2387,Jonathan Thomas,Sports,Sports Product 23,West,Retail,163.37,9,0.2,1176.26
ORD-15695,2021-12-18,CUST-1935,Erica Sullivan,Sports,Sports Product 35,Central,Wholesale,138.59,4,0.15,471.21
ORD-19422,2021-12-18,CUST-4741,Jennifer Ford,Food & Beverages,Food & Beverages Product 39,South,Online,62.05,12,0.15,632.91
ORD-12505,2021-12-19,CUST-2071,Jessica Smith,Electronics,Electronics Product 17,West,Retail,657.38,14,0.1,8282.99
ORD-14282,2021-12-19,CUST-2492,Jeremy Torres,Electronics,Electronics Product 40,North,Wholesale,1822.2,32,0.15,49563.84
ORD-15492,2021-12-19,CUST-2527,Kimberly Adkins,Sports,Sports Product 25,North,Wholesale,233.68,1,0.15,198.63
ORD-17138,2021-12-19,CUST-2251,Miranda Lewis,Clothing,Clothing Product 22,Central,Wholesale,58.21,11,0.05,608.29
ORD-17785,2021-12-19,CUST-1023,Jose Martinez,Home & Garden,Home & Garden Product 21,North,Retail,703.63,27,0.05,18048.11
ORD-13776,2021-12-20,CUST-3106,Chad Newman,Home & Garden,Home & Garden Product 5,West,Wholesale,705.91,20,0.1,12706.38
ORD-16695,2021-12-20,CUST-3447,Nicole Hughes,Sports,Sports Product 33,East,Wholesale,479.6,11,0.05,5011.82
ORD-11642,2021-12-21,CUST-2436,Thomas Kline,Clothing,Clothing Product 8,Central,Retail,107.13,1,0.2,85.7
ORD-12380,2021-12-21,CUST-4117,Vernon Maldonado,Electronics,Electronics Product 36,Central,Online,1790.07,3,0.1,4833.19
ORD-12887,2021-12-21,CUST-4844,Jennifer Stephens,Electronics,Electronics Product 40,Central,Online,1165.85,27,0.1,28330.15
ORD-18359,2021-12-21,CUST-3383,Kelsey Estrada,Home & Garden,Home & Garden Product 5,Central,Wholesale,581.5,11,0.2,5117.2
ORD-18760,2021-12-21,CUST-1181,Alexis Hamilton,Clothing,Clothing Product 9,East,Wholesale,99.42,14,0.0,1391.88
ORD-18786,2021-12-21,CUST-3978,Alexandria Booth,Clothing,Clothing Product 17,Central,Retail,52.07,24,0.05,1187.2
ORD-19013,2021-12-21,CUST-4043,Heather Hall,Home & Garden,Home & Garden Product 20,West,Wholesale,173.53,25,0.05,4121.34
ORD-10185,2021-12-22,CUST-1725,Whitney Hall,Clothing,Clothing Product 50,East,Online,62.8,32,0.0,2009.6
ORD-10551,2021-12-22,CUST-2755,William Martin,Clothing,Clothing Product 18,North,Online,53.42,27,0.0,1442.34
ORD-11180,2021-12-22,CUST-1049,Jennifer Ortiz,Electronics,Electronics Product 25,East,Retail,923.85,1,0.1,831.47
ORD-12043,2021-12-22,CUST-3615,Dr. Lauren Murray,Home & Garden,Home & Garden Product 16,Central,Wholesale,593.44,6,0.1,3204.58
ORD-12056,2021-12-22,CUST-1978,Laurie Thomas,Home & Garden,Home & Garden Product 43,Central,Online,259.6,12,0.0,3115.2
ORD-13297,2021-12-22,CUST-3995,John Stephens,Sports,Sports Product 4,West,Online,404.74,3,0.1,1092.8
ORD-16595,2021-12-22,CUST-3561,Craig Orozco,Home & Garden,Home & Garden Product 39,East,Wholesale,232.14,25,0.15,4932.97
ORD-18881,2021-12-22,CUST-4965,Kristina Carr,Home & Garden,Home & Garden Product 27,North,Wholesale,221.56,17,0.1,3389.87
ORD-11127,2021-12-23,CUST-2391,Ellen Martin,Clothing,Clothing Product 36,South,Retail,267.91,12,0.05,3054.17
ORD-13167,2021-12-23,CUST-1761,Amber Tyler,Sports,Sports Product 39,West,Wholesale,381.79,8,0.1,2748.89
ORD-13402,2021-12-23,CUST-4894,Kurt Dunlap,Home & Garden,Home & Garden Product 23,South,Retail,597.26,3,0.2,1433.42
ORD-13952,2021-12-23,CUST-3254,Justin Oneal,Home & Garden,Home & Garden Product 46,North,Online,367.58,6,0.0,2205.48
ORD-14841,2021-12-23,CUST-3579,Sherry Smith,Clothing,Clothing Product 16,East,Retail,153.45,20,0.0,3069.0
ORD-15268,2021-12-23,CUST-1847,Sally Martinez,Clothing,Clothing Product 48,East,Wholesale,105.29,24,0.15,2147.92
ORD-18650,2021-12-23,CUST-2216,Kevin Martinez,Food & Beverages,Food & Beverages Product 6,South,Retail,7.32,9,0.05,62.59
ORD-11543,2021-12-24,CUST-1953,Amanda Sherman,Clothing,Clothing Product 8,South,Wholesale,263.95,8,0.0,2111.6
ORD-14199,2021-12-24,CUST-3440,Lori Anthony,Food & Beverages,Food & Beverages Product 24,West,Retail,75.88,17,0.05,1225.46
ORD-14304,2021-12-24,CUST-4925,Benjamin Jones,Home & Garden,Home & Garden Product 7,North,Retail,235.93,30,0.15,6016.22
ORD-18895,2021-12-24,CUST-4479,Heather Ayers,Clothing,Clothing Product 47,East,Wholesale,87.16,25,0.05,2070.05
ORD-19312,2021-12-24,CUST-4661,Carol Alvarez,Clothing,Clothing Product 23,West,Retail,235.99,22,0.2,4153.42
ORD-10620,2021-12-25,CUST-1296,Julie Rodriguez,Sports,Sports Product 33,North,Retail,267.93,22,0.2,4715.57
ORD-10875,2021-12-25,CUST-3905,Ashley Smith,Electronics,Electronics Product 50,East,Retail,1468.77,28,0.2,32900.45
ORD-11279,2021-12-25,CUST-3104,Eric Wilkerson,Clothing,Clothing Product 23,Central,Online,122.77,4,0.05,466.53
ORD-11681,2021-12-25,CUST-3976,Ryan Wilson,Sports,Sports Product 10,West,Online,281.44,4,0.05,1069.47
ORD-11772,2021-12-25,CUST-1498,Mr. Daniel Bender Jr.,Sports,Sports Product 11,North,Online,459.24,27,0.2,9919.58
ORD-11907,2021-12-25,CUST-1654,Ryan Mitchell,Home & Garden,Home & Garden Product 10,East,Wholesale,277.43,16,0.2,3551.1
ORD-13639,2021-12-25,CUST-1676,Jeffrey Lewis,Food & Beverages,Food & Beverages Product 47,North,Wholesale,30.57,28,0.15,727.57
ORD-14158,2021-12-25,CUST-2888,Wesley Allen,Home & Garden,Home & Garden Product 38,West,Online,716.05,20,0.05,13604.95
ORD-15762,2021-12-25,CUST-1376,Brooke Hughes,Home & Garden,Home & Garden Product 13,North,Retail,574.48,24,0.1,12408.77
ORD-18616,2021-12-25,CUST-3226,Rebecca Johnson,Electronics,Electronics Product 47,Central,Retail,1371.44,6,0.2,6582.91
ORD-11267,2021-12-26,CUST-3411,Elizabeth Hall,Home & Garden,Home & Garden Product 32,North,Online,596.25,27,0.1,14488.88
ORD-11884,2021-12-26,CUST-2602,Crystal Scott,Clothing,Clothing Product 25,East,Retail,149.37,19,0.0,2838.03
ORD-13037,2021-12-26,CUST-1032,Jennifer Gray,Clothing,Clothing Product 14,North,Retail,253.95,6,0.2,1218.96
ORD-13665,2021-12-26,CUST-1542,Tyler Harper,Electronics,Electronics Product 31,South,Wholesale,392.72,12,0.1,4241.38
ORD-17361,2021-12-26,CUST-2976,Marie Sanchez,Home & Garden,Home & Garden Product 49,South,Wholesale,627.36,12,0.0,7528.32
ORD-18379,2021-12-26,CUST-2085,Todd Mckinney,Clothing,Clothing Product 2,South,Wholesale,295.97,11,0.2,2604.54
ORD-19881,2021-12-26,CUST-1084,Angela Olson,Sports,Sports Product 34,North,Online,38.89,1,0.2,31.11
ORD-12329,2021-12-27,CUST-2028,Becky Fowler,Clothing,Clothing Product 12,East,Wholesale,258.69,17,0.1,3957.96
ORD-14372,2021-12-27,CUST-1357,Robert Webb,Sports,Sports Product 12,West,Wholesale,230.93,24,0.15,4710.97
ORD-16956,2021-12-27,CUST-3961,Rachel Davis,Electronics,Electronics Product 4,North,Online,1444.05,1,0.0,1444.05
ORD-18292,2021-12-27,CUST-2560,William Abbott,Clothing,Clothing Product 48,South,Online,264.09,32,0.2,6760.7
ORD-18331,2021-12-27,CUST-4700,Daniel Petersen,Sports,Sports Product 38,Central,Wholesale,135.95,25,0.1,3058.87
ORD-10638,2021-12-28,CUST-3187,Sara Baker,Clothing,Clothing Product 47,West,Online,159.89,22,0.2,2814.06
ORD-14280,2021-12-28,CUST-2425,Natasha Salas,Food & Beverages,Food & Beverages Product 43,North,Wholesale,40.36,1,0.05,38.34
ORD-17172,2021-12-28,CUST-2756,Jamie Skinner,Food & Beverages,Food & Beverages Product 38,Central,Wholesale,37.01,6,0.1,199.85
ORD-17973,2021-12-28,CUST-2740,Tammy Torres,Clothing,Clothing Product 49,South,Online,283.04,27,0.1,6877.87
ORD-18566,2021-12-28,CUST-1698,Michael Buck,Electronics,Electronics Product 18,East,Online,1631.58,4,0.15,5547.37
ORD-10498,2021-12-29,CUST-2851,Sandra Lopez,Home & Garden,Home & Garden Product 18,East,Wholesale,525.87,17,0.0,8939.79
ORD-11095,2021-12-29,CUST-4834,Vanessa Wood,Sports,Sports Product 13,East,Retail,88.64,1,0.1,79.78
ORD-12640,2021-12-29,CUST-3193,Erica Banks,Food & Beverages,Food & Beverages Product 45,South,Online,32.13,17,0.0,546.21
ORD-12879,2021-12-29,CUST-2050,Danielle Larson,Food & Beverages,Food & Beverages Product 5,South,Retail,12.81,27,0.1,311.28
ORD-18168,2021-12-29,CUST-2551,Michelle Ortiz,Sports,Sports Product 44,East,Online,105.96,8,0.15,720.53
ORD-10752,2021-12-30,CUST-4815,Theresa Reeves,Sports,Sports Product 3,Central,Wholesale,382.19,24,0.1,8255.3
ORD-17385,2021-12-30,CUST-1979,Karen Marshall,Clothing,Clothing Product 46,North,Online,198.68,25,0.15,4221.95
ORD-17858,2021-12-30,CUST-1791,Terri Myers,Clothing,Clothing Product 44,East,Retail,266.9,28,0.1,6725.88
ORD-19047,2021-12-30,CUST-3670,Jamie Garcia,Food & Beverages,Food & Beverages Product 3,West,Online,19.26,9,0.15,147.34
ORD-11583,2021-12-31,CUST-3512,Patrick Carter,Sports,Sports Product 25,South,Wholesale,226.53,3,0.1,611.63
ORD-18684,2021-12-31,CUST-1370,Darren Lucas Jr.,Food & Beverages,Food & Beverages Product 22,South,Retail,73.56,19,0.0,1397.64
ORD-19277,2021-12-31,CUST-2999,Jimmy Palmer,Home & Garden,Home & Garden Product 12,East,Retail,365.04,1,0.15,310.28
ORD-11410,2022-01-01,CUST-1480,Francisco Wilson,Clothing,Clothing Product 22,East,Online,206.58,13,0.0,2685.54
ORD-13101,2022-01-01,CUST-3143,Marcus Hall,Electronics,Electronics Product 24,South,Retail,1098.05,10,0.15,9333.42
ORD-14990,2022-01-01,CUST-1571,Mrs. Jamie Kelley,Food & Beverages,Food & Beverages Product 49,West,Wholesale,95.02,9,0.2,684.14
ORD-17161,2022-01-01,CUST-2392,Kenneth White,Sports,Sports Product 23,Central,Wholesale,488.37,4,0.1,1758.13
ORD-17249,2022-01-01,CUST-3363,Mr. Justin Rhodes,Food & Beverages,Food & Beverages Product 3,South,Online,8.43,1,0.1,7.59
ORD-10689,2022-01-02,CUST-4056,David Kaiser,Clothing,Clothing Product 7,Central,Wholesale,241.26,12,0.15,2460.85
ORD-12321,2022-01-02,CUST-2833,Susan Schwartz,Home & Garden,Home & Garden Product 25,North,Retail,757.47,5,0.15,3219.25
ORD-12811,2022-01-02,CUST-2468,Sheena Jordan,Electronics,Electronics Product 34,North,Wholesale,1220.47,6,0.1,6590.54
ORD-14545,2022-01-02,CUST-2178,Megan Daugherty,Home & Garden,Home & Garden Product 30,West,Retail,720.28,7,0.2,4033.57
ORD-15913,2022-01-02,CUST-2485,James Mcintyre,Home & Garden,Home & Garden Product 30,Central,Retail,276.11,11,0.1,2733.49
ORD-16056,2022-01-02,CUST-2948,Matthew Mitchell,Food & Beverages,Food & Beverages Product 21,West,Online,96.11,9,0.2,691.99
ORD-19209,2022-01-02,CUST-3743,Krista Ferrell,Food & Beverages,Food & Beverages Product 22,East,Wholesale,54.66,11,0.15,511.07
ORD-11164,2022-01-03,CUST-2575,Rebekah Hawkins,Clothing,Clothing Product 43,West,Online,236.57,14,0.15,2815.18
ORD-13139,2022-01-03,CUST-2798,Joshua Watkins,Electronics,Electronics Product 13,West,Wholesale,1376.0,2,0.2,2201.6
ORD-13389,2022-01-03,CUST-1216,Richard Griffin,Electronics,Electronics Product 12,East,Retail,233.13,4,0.0,932.52
ORD-14157,2022-01-03,CUST-1611,Kimberly Robinson,Sports,Sports Product 41,South,Wholesale,100.55,7,0.2,563.08
ORD-16822,2022-01-03,CUST-4694,Kendra Bowen,Clothing,Clothing Product 19,East,Online,166.61,1,0.0,166.61
ORD-10198,2022-01-05,CUST-1786,Gary Allen,Electronics,Electronics Product 15,East,Retail,855.87,4,0.15,2909.96
ORD-11407,2022-01-05,CUST-4738,Michele Robinson,Clothing,Clothing Product 14,East,Retail,43.75,2,0.1,78.75
ORD-13047,2022-01-05,CUST-4665,Steven Wilson,Home & Garden,Home & Garden Product 37,South,Retail,730.68,12,0.05,8329.75
ORD-13807,2022-01-05,CUST-2731,Victoria Rodriguez,Clothing,Clothing Product 19,North,Wholesale,228.09,13,0.15,2520.39
ORD-16330,2022-01-05,CUST-1868,Katelyn Martin,Home & Garden,Home & Garden Product 17,South,Wholesale,342.77,9,0.05,2930.68
ORD-17284,2022-01-05,CUST-3011,Matthew Rodriguez,Electronics,Electronics Product 41,West,Retail,681.51,3,0.0,2044.53
ORD-17952,2022-01-05,CUST-2837,Gina Hutchinson,Home & Garden,Home & Garden Product 18,North,Wholesale,459.95,10,0.1,4139.55
ORD-10814,2022-01-06,CUST-1345,Brandon Pham,Food & Beverages,Food & Beverages Product 10,South,Retail,91.24,11,0.1,903.28
ORD-15408,2022-01-06,CUST-4603,Samantha Gray,Sports,Sports Product 16,East,Online,429.16,14,0.15,5107.0
ORD-16364,2022-01-06,CUST-3000,Brandon Freeman,Electronics,Electronics Product 12,North,Online,1641.28,1,0.15,1395.09
ORD-18574,2022-01-06,CUST-3003,Stephen Delgado,Clothing,Clothing Product 6,West,Online,233.85,9,0.15,1788.95
ORD-19040,2022-01-06,CUST-3335,Cindy Jones,Food & Beverages,Food & Beverages Product 48,West,Retail,8.09,1,0.2,6.47
ORD-11079,2022-01-07,CUST-2597,Brandy Benson,Electronics,Electronics Product 7,Central,Retail,1558.14,1,0.1,1402.33
ORD-11688,2022-01-07,CUST-1848,Ian Wright,Electronics,Electronics Product 2,Central,Retail,725.36,7,0.15,4315.89
ORD-12013,2022-01-07,CUST-2589,Michelle Coleman,Home & Garden,Home & Garden Product 35,North,Wholesale,268.86,10,0.2,2150.88
ORD-13492,2022-01-07,CUST-3621,Jessica Schultz,Sports,Sports Product 35,East,Retail,450.15,5,0.1,2025.67
ORD-13925,2022-01-07,CUST-4316,Valerie Young,Sports,Sports Product 38,South,Retail,148.6,9,0.15,1136.79
ORD-14618,2022-01-07,CUST-1484,Steven Flynn,Clothing,Clothing Product 3,West,Retail,192.71,1,0.15,163.8
ORD-14619,2022-01-07,CUST-1234,Roger Miller,Clothing,Clothing Product 24,South,Retail,110.83,9,0.05,947.6
ORD-12267,2022-01-08,CUST-2045,Daniel Gordon,Food & Beverages,Food & Beverages Product 38,East,Wholesale,76.54,1,0.15,65.06
ORD-12643,2022-01-08,CUST-1055,Brittany Stafford,Home & Garden,Home & Garden Product 30,East,Retail,724.59,2,0.05,1376.72
ORD-14311,2022-01-08,CUST-3860,Jonathan Norman,Food & Beverages,Food & Beverages Product 38,Central,Retail,38.45,10,0.0,384.5
ORD-16419,2022-01-08,CUST-2642,Lisa Olson,Home & Garden,Home & Garden Product 34,East,Wholesale,291.39,3,0.2,699.34
ORD-11799,2022-01-09,CUST-1798,Abigail Thomas,Sports,Sports Product 10,North,Wholesale,436.18,9,0.2,3140.5
